RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
541298,Homemade Ketchup,0,PT5M,PT5M,"c(""tomato paste"", ""white sugar"", ""cold water"", ""allspice"", ""onion powder"", ""ground cin0mon"", ""clove"", ""cayenne"", ""sea salt"", ""white wine vinegar"")",160.6,0.7,0.1,0,1812.3,38.5,5.8,28.6,5.8,"c(""Whisk all ingredients together in a bowl."", ""Enjoy!"")"
541299,Orange Hoisin Chops,PT15M,PT10M,PT25M,"c(""hoisin sauce"", ""tomato ketchup"", ""light soy sauce"", ""rice wine"", ""cider vinegar"", ""orange zest"", ""sriracha sauce"", ""ground cumin"", ""orange"")",48.7,1.6,0.2,0.2,423.5,7,0.5,4.4,1,"c(""Place chops in re-sealable plastic bag."", ""Combine hoisin sauce, ketchup, soy sauce, vinegar, orange zest, Sriracha sauce, orange juice, cumin and sesame oil in small bowl until well blended. Pour over chops. Seal bag and refrigerate for a minimum of four hours, preferably overnight."", ""Remove chops from mari0de; discard mari0de. Pat chops with paper towel to remove excess mari0de."", ""Preheat barbecue on high; reduce heat to medium. Grill chops 5 to 7 minutes per side, or until instant-read thermometer registers 155Â°F (68Â°C)."", 
""Remove chops from grill onto a clean plate. Tent loosely with foil and allow chops to rest 3 to 5 minutes before serving. Garnish with remaining orange zest."")"
541300,Hot Tub Beer Bratwurst on a Bun,PT30M,PT30M,PT1H,"c(""beer"", ""butter"", ""onion"")",450.5,28.6,10.2,68,944.8,27,1.1,3.2,16.2,"c(""Add beer, butter and onions to a deep aluminum foil pan measuring 9Ă—11 inches."", ""Allow brats to simmer in beer and onions on a covered grill over medium heat for at least 30 minutes, turning occasio0lly. Beer should be hot, but not boiling."", ""Serve each brat on a bun with onions and toppings of your choice. Enjoy."")"
541301,Mari0ted Beet Noodle Salad,0,PT30M,PT30M,"c(""chili pepper"", ""shallot"", ""olive oil"", ""fresh lemon juice"", ""salt"", ""plain yogurt"", ""tahini"", ""lemon juice"", ""feta cheese"", ""pistachios"", ""of fresh mint"", ""fresh parsley"")",225,19.4,3,2.6,3513.9,10,3.1,2,6,"c(""For mari0de: In a large bowl combine pepper, shallot, olive oil, lemon juice, and 1/2 teaspoons salt. (If using different color beets, divide mari0de into one bowl for each color.) Add beets to mari0de; stir to coat. Let stand at least 10 minutes, stirring occasio0lly."", ""Meanwhile, in a blender or mini food processor combine yogurt, tahini, and lemon juice. Cover; blend until fluffy."", ""To serve, spread tahini mixture on a large platter using the back of a spoon to create a swoosh. Lift beets out of mari0de, allowing excess to drip back into the bowl. Place beets on tahini mixture. Sprinkle on cheese (if using), pomegra0te arils, pistachios, mint, and parsley. Drizzle with any beet mari0de in the bowl.""
)"
541302,Old-Time Soft Sugar Cookies,PT9M,PT1H15M,PT1H24M,"c(""shortening"", ""granulated sugar"", ""brown sugar"", ""egg"", ""buttermilk"", ""vanilla"", ""all-purpose flour"", ""baking soda"", ""salt"", ""granulated sugar"", ""cin0mon"")",62,2.3,0.6,4,43.6,9.6,0.2,5.6,0.8,"c(""Cream together shortening, sugar and brown sugar.  Mix in egg, then the buttermilk and vanilla."", ""Combine the dry ingredients and stir into creamed mixture."", ""Chill dough for 1 hour."", ""Preheat oven to 400* F."", ""Drop mixture, by rounded teaspoonfuls, 2 inches apart on lightly greased baking sheet.  (If preferred, flatten just slightly with the bottom of a glass.)."", ""Combine topping ingredients and sprinkle on top of cookie dough."", ""Bake at 400* for 7 to 9 minutes or until set.  Store in tightly covered container.""
)"
541303,Favorite Challah Bread,PT40M,PT40M,PT1H20M,"c(""instant yeast"", ""bread flour"", ""kosher salt"", ""water"", ""honey"", ""egg"", ""water"", ""honey"")",168.2,3.1,0.7,35.4,162.3,29.9,1,6,4.8,"c(""Mix together the yeast, flour, and salt in the bowl of a stand mixer fitted with a dough hook."", ""With a mixer running on stir speed, pour in the milk and water.  Then add in the honey, egg, egg yolks, and vegetable oil.  Increase speed to medium and knead for 5 to 6 minutes until the dough completely pulls away from the bowl and is no longer sticky to the touch."", ""Shape the dough into a ball and transfer to a large greased bowl and cover with a damp dishcloth and proof (rise) for 1 hour."", ""Remove the dough from the bowl with the top right side up on a lightly floured surface.  Pull the edges of the dough from 4 points, flip, and work in a circular motion on the counter to seal, then place back in the bowl.  Cover the dough with the damp dishcloth again and proof for an additio0l hour."", 
""Remove from the bowl and evenly divide the dough into the number of braids you want, I like to use 4.  Shape the dough into logs.  Cover the dough log with the damp dishcloth and let the rest for 20 minutes."", ""Roll each lot out into 1 1/2 inch strips of dough, working from the center and rolling with your hands, tapering the dough at the ends.  Secure one end of dough strips together and braid.  Place bread on a greased baking sheet."", ""Egg Wash:  Make egg wash with the leftover egg whites, water, and honey and brush it on the bread.  Proof uncovered for 40 minutes."", 
""Apply another coat of the egg wash and then proof for another 40 minutes."", ""Apply a fi0l coat of egg wash before baking."", ""Preheat oven to 375 and reduce it to 325 as soon as you put the bread in the oven to bake.  Bake for 20 minutes, then remove from the oven and place an aluminum foil tent over the top and bake for an additio0l 15 to 20 minutes."", ""The bread should sound hollow when you tap on the top and the top should be golden brown when done.  Challah bread should have an inter0l temperature at 190F when baked.  Let cool completely before cutting.""
)"
541304,The Best Leftover Turkey Soup,PT40M,PT20M,PT1H,"c(""butter"", ""olive oil"", ""avocado oil"", ""carrot"", ""celery"", ""onion"", ""dried thyme"", ""fresh thyme"", ""dried rosemary"", ""fresh rosemary"", ""chicken broth"", ""brown rice"", ""salt"", ""black pepper"", ""half-and-half"", ""all-purpose flour"", ""turkey"")",184.2,9.4,4.5,20,824.6,21.8,1.6,1.4,3.5,"c(""In a 6 quart saucepan or pot, heat the butter and oil until hot over medium heat."", ""Add the carrots, celery, onion, thyme and rosemary and cook, stirring often, until vegetables are slightly tender, 3-4 minutes."", ""Add the broth, rice, salt, and pepper.  Bring the soup to a simmer and cook, stirring occasio0lly to prevent sticking, until the rice is tender.  The exact time depends on the variety of rice and package directions.  For a brown and wild rice blend, the time will be about 30 minutes."", 
""Whisk together or blend the half and half and flour until smooth and there are no lumps.  Stir the flour mixture into the soup, whisking quickly, and simmer gently until slightly thickened, 5 to 6 minutes."", ""Stir in the cooked turkey and heat through.  Season to salt with additio0l salt and pepper, if needed.  Serve."")"
541305,Unbeatable Pecan Pie,PT45M,PT20M,PT1H5M,"c(""flour"", ""salt"", ""shortening"", ""butter"", ""pecans"", ""eggs"", ""pure maple syrup"", ""vanilla extract"")",464.7,30.5,5.7,72.3,331,44.3,2.5,24.8,6.3,"c(""Stir together flour and 1/2 teaspoon salt in a bowl.  Using a pastry blender or 2 knives, cut in half of shortening until fine crumbs form.  Cut in remaining shortening until coarse crumbs form.  Add water, a tablespoon at a time, tossing with a fork until a dough forms.  Shape dough into a disk and wrap in plastic wrap.  Chill 30 minutes."", ""Preheat oven to 350."", ""Roll dough into an 11 inch circle on a floured surface.  Transfer dough to a 9 inch pie plate.  Trim edges."", ""Melt 2 teaspoons butter in a large skillet over low heat.  Add pecans and cook, stirring until nuts begin to color, 5 to 8 minutes.  Let cool 10 minutes."", 
""Meanwhile microwave 1/3 cup butter in a large bowl until melted.  Stir in eggs, maple syrup, vanilla, and remaining 1/2 teaspoon salt."", ""Stir in pecans, then pour into crust."", ""Bake until filling is set and puffed, 45 to 50 minutes.  Transfer to a wire rack to cool, if desired and serve with ice cream."")"
541306,EASY BAY SCALLOP CHOWDER,PT30M,PT10M,PT40M,"c(""bacon"", ""red onion"", ""carrot"", ""sea salt"", ""celery"", ""low sodium chicken broth"", ""heavy cream"", ""white pepper"", ""bay scallop"", ""lemon zest"", ""dill"")",425.4,27.4,15.8,116.7,933.5,26.8,2.7,5.5,19,"c(""In a deep skillet, add bacon and set the heat to medium; sautĂ© until it starts to brown, about 7 minutes. Add onions and carrots with a small pinch of sea salt; sautĂ© for 3 minutes. If it needs more fat, add butter. Add celery and red peppers; sautĂ© for another 3 minutes."", ""Pour in clam juice and broth; bring to a boil. Add cubed potatoes, reduce heat back to medium, cover and simmer for 10 to 12 minutes or until almost tender. Add cream, white pepper, smoked paprika and Old Bay seasoning; stir to combine, bring to a simmer and cook for 3 minutes."", 
""Add scallops with its juice and lemon zest; stir well and cook until opaque, not more than 2 minutes. Remove from the heat and stir in dill. Serve immediately with fresh crusty bread."")"
541307,The Great Pumpkin Pie Recipe,PT1H5M,PT45M,PT1H50M,"c(""fresh cranberries"", ""granulated sugar"", ""water"", ""pumpkin puree"", ""eggs"", ""light brown sugar"", ""dark brown sugar"", ""cornstarch"", ""salt"", ""ground cin0mon"", ""ground ginger"", ""ground nutmeg"", ""fresh nutmeg"", ""ground cloves"", ""fresh ground black pepper"", ""heavy cream"", ""milk"", ""egg"", ""milk"")",494.2,13.8,7.9,135.1,208.9,91.6,1.2,84.6,4.7,"c(""For the cranberries:  Place cranberries in a large bowl and set aside.  In a medium saucepan, bring 1 cup of sugar and the water to a boil and whisk until the sugar is dissolved.  Remove pan from the heat and allow to cool for 5 minutes.  Pour sugar syrup over the cranberries and stir.  Let the cranberries sit at room temperature or in the refrigerator for 6 hours or overnight.  You'll notice the sugar syrup is quite thick after this amount of time.  Drain the cranberries from the syrup and pour 1 cup of sugar on top.  Toss the cranberries, coating them all the way around.  Pour the sugared cranberries on a parchment paper or silicone baking mat-lined baking sheet and let them dry for at least 2 hours at room temperature or in the refrigerator."", 
""Make your favorite pie crust recipe or use a store bought crust."", ""Whisk the pumpkin, 3 eggs, and brown sugar together until combined.  Add the cornstarch, salt, cin0mon, ginger, nutmeg, cloves, pepper, cream, and milk.  Vigorously whisk until everything is combined.  Filling will be a little thick."", ""Preheat oven to 375."", ""Remove 1 disc of pie dough from the refrigerator.  On a lightly floured work surface, roll the dough out into a 12 inch circle.  Make sure to turn the dough about a quarter turn ever few rolls.  Carefully place the dough into a 9 inch pie dish.  Tuck it in with your fingers, making sure it is smooth.  With a small and sharp knife, trim the extra overhang of crust and discard.  Crimp the edges with a fork or flute the edges with your fingers, if desired.  Brush edges lightly with egg wash mixture.  Line the pie crust with parchment paper.  Make sure the weights are evenly distributed around the pie plate.  Pre-bake the crust for 10 minutes.  Carefully remove the parchment paper/pie weights."", 
""Pour pumpkin pie filling into a warm pre-baked crust.  Only fill the crust about 3/4 of the way up.  Bake the pie until the center is almost set, about 55 to 60 minutes give or take.  Ad small part of the center will be wobbly.  After 25 minutes of baking, be sure to cover the edges of the crust with aluminum foil or use a pie crust shield to prevent the edges from getting too brown.  Check for doneness at minute 50, and then 55, and then 60, etc."", ""Once done, transfer the pie to a wire rackand allow to cool completely for at least 3 hours.  Decorate with sugared cranberries and pie crust leaves.  You'll definitely have leftover cranberries.  Serve pie with whipped cream, if desired.  Cover leftovers tightly and store in the refrigerator for up to 5 days.""
)"
541308,Savory Cornbread Stuffing,PT45M,PT40M,PT1H25M,"c(""yellow cornmeal"", ""all-purpose flour"", ""whole wheat flour"", ""salt"", ""baking powder"", ""baking soda"", ""eggs"", ""plain low-fat yogurt"", ""buttermilk"", ""milk"", ""honey"", ""unsalted butter"", ""onion"", ""salt"", ""celery"", ""garlic cloves"", ""rubbed sage"", ""fresh thyme"", ""flat leaf parsley"", ""fresh ground black pepper"", ""milk"", ""unsalted butter"")",243.1,12.4,7,75.5,528.3,27.3,2.3,5.7,6.9,"c(""Preheat oven to 400.  Place a 9 inch cast iron skillet or a heavy 2 quart baking dish or a heavy 9 inch square baking pan in the oven while you prepare the batter."", ""Place the cornmeal in a bowl, and sift in the flour, salt, baking powder, and baking soda.  Sift the mixture with a spoon or whisk to amalgamate.  In a separate bowl, beat together the eggs, yogurt, milk and honey.  Whisk the cornmeal mixture into the liquid mixture.  Do not overwork the batter."", ""Remove the pan from the oven, and add the butter to the pan.  Swirl the pan so that the butter melts quickly before it gets too brown, then quickly whisk the butter into the batter.  Brush the sides of the pan with any butter remaining in the pan."", 
""Quickly scrape all of the batter into the hot pan, and place in the oven.  Bake 35 to 40 minutes, until golden brown and a toothpick inserted in the center comes out clean.  It will be quite brown on the edges.  Allow the bread to cool in the pan, or serve warm."", ""Heat the olive oil (or oil and butter) over medium heat in a large, heavy, nonstick skillet, and add the onion.  Cook, stirring often, until it begins to soften, about 3 minutes, and add 1/2 teaspoon salt and the celery.  Cook together for another few minutes, until the onion is tender.  Add the garlic, and stir together for 30 seconds to a minute, until fragrant.  Transfer to a large bowl, and add the remaining ingredients.  Combine well.  Taste and adjust salt.  Moisten as desired with milk."", 
""Stuff the cavity of the turkey, or transfer to a buttered or oiled 2-quart baking dish.  Dot with butter.  Cover with aluminum foil, and heat through to a 325 degree oven for 30 minutes."")"
541309,Slow-Cooker Dinner Rolls,PT1H30M,PT25M,PT1H55M,"c(""warm water"", ""active dry yeast"", ""sugar"", ""butter"", ""salt"", ""whole wheat flour"", ""all-purpose flour"")",156.8,5.4,3.1,12.7,237.6,24.1,2.2,1.2,4,"c(""Combine water, yeast, and sugar in a large bowl.  Set aside for 5 minutes."", ""Combine 1/4 cup cooled melted butter, salt, and the yeast mixture in the bowl of a stand mixer fitted with the dough hook attachment.  Add whole-wheat flour and all-purpose flour and mix on low speed until a smooth, elastic ball forms and pulls away from the sides of the bowl, about 5 minutes.  Transfer the dough to a lightly floured working surface and divide into 12 pieces, about 2 ounces each.  Roll each piece into a smooth ball."", 
""Line a 6 to 7 quart slow cooker with a large piece of parchment paper on the bottom and partway up the sides (it's ok to pleat the paper slightly and coat with cooking spray).  I used butter to grease mine and skipped the parchment paper completely.  Place the rolls in the slow cooker.  Cook on high until the rolls are starting to brown around the edges and spring back lightly when touched 1 hour 20 minutes to 1 hour 30 minutes."", ""Place an oven rack in the upper third of the oven.  Preheat broiler."", 
""Pull rolls apart and place on a baking sheet.  Brush the tops of the rolls with the remaining tablespoon melted butter.  Broil, watching carefully, until lightly browned, 2 to 3 minutes."")"
541310,Epic Mashed Potatoes,0,PT25M,PT25M,"c(""baking potatoes"", ""bacon"", ""shallot"", ""garlic"", ""cream cheese"", ""sour cream"", ""butter"", ""kosher salt"", ""black pepper"", ""Italian parsley"")",241.3,14.4,8,38,295,25.1,2.1,1.7,4,"c(""Cook potatoes in a large spot of salted boiling water until fork-tender, about 12 minutes and drain."", ""Cook acon in a large skillet over medium-high heat, stirring frequently, until crispy, 7 to 10 minutes.  Transfer bacon with a slotted spoon to a paper towel-lined plate to drain.  Drain all but a tablespoon grease from skillet.  Return skillet to medium-high heat."", ""Add shallots and garlic and cook, stirring frequently, until translucent, 2 to 3 minutes."", ""Put shallots and garlic in a mixing bowl.  Stir in cream cheese, sour cream, and butter.  Add potatoes and beat with a hand mixer until just smooth.  Do not overbeat."", 
""Stir in salt and pepper.  Transfer potatoes to a serving dish.  Sprinkle with parsley and bacon and serve with additio0l butter and pepper, if desired."")"
541311,Spiced Maple Cranberry Sauce,PT15M,PT25M,PT40M,"c(""orange"", ""fresh cranberries"", ""frozen cranberries"", ""water"", ""unsweetened applesauce"", ""ground cin0mon"", ""ground ginger"", ""ground nutmeg"", ""pure maple syrup"")",58.9,0.1,0,0,2.7,15.3,1.9,11.2,0.3,"c(""Remove 2 teaspoons orange zest and squeeze 1/4 cup juice from orange."", ""In a medium saucepan combine orange juice, cranberries, water, applesauce, cin0mon, ginger, and nutmeg.  Bring just to boiling and reduce heat."", ""Simmer 15 minutes or until most of the cranberries pop and mixture is slightly thick, stirring occasio0lly.  Remove from heat.  Stir in maple syrup and orange zest.  Cover and chill at least 30 minutes."", ""Pour half of the sauce into a blender or food processor and cover and blend or process until smooth.  Stir pureed sauce into the pureed sauce.""
)"
541312,Holiday Sausage and Sweet Potato Breakfast Casserole,PT50M,PT20M,PT1H10M,"c(""sweet potato"", ""olive oil"", ""kosher salt"", ""garlic powder"", ""fresh ground black pepper"", ""red bell pepper"", ""garlic cloves"", ""pork sausage"", ""mozzarella cheese"", ""fresh rosemary"", ""eggs"", ""milk"")",391.2,27.9,8.7,279.4,1112.5,14.8,2.3,3.5,19.5,"c(""Preheat oven to 400.  Lightly grease a 9x13 inch baking dish (I used my butter wrapper)."", ""Combine sweet potatoes with 2 tablespoons olive oil, a teaspoon kosher salt, garlic powder, and 1/2 teaspoon black pepper on a large baking sheet in a single even layer, toss to coat well."", ""Bake in a preheated oven until slightly browned, about 30 minutes."", ""Meanwhile, heat remaining tablespoon oil in a large skillet over medium-high heat.  Add onion and red pepper and cook and stir until translucent, 2 to 3 minutes.  ADd garlic and stir for 1 more minute.  Transfer mixture to a medium mixing bowl."", 
""Heat the same skillet over medium-high heat.  Add sausage and cook.  Break apart with a spatula until cooked through, 5 to 7 minutes.  Drain sausage and add to the bowl with the veggie mixture.  Add spi0ch, mozzarella cheese, and rosemary to the mixture."", ""Gently whisk eggs, milk, and remaining kosher salt and black peper together in a bowl until well combined.  Pour over the sausage and veggie mixture and gently toss to combine."", ""Place roasted potatoes in the bottom of the prepared baking dish.  Pour the vveggie and sausage mixture evenly over top."", 
""Bake, uncovered, in a preheated oven until the eggs are set in the center, about 50 minutes.  If the egg mixture starts to brown, put a loose sheet of aluminum foil over the baking dish to cover it."")"
541313,Easy Apple Cranberry Pie,PT12M,PT45M,PT57M,"c(""all-purpose flour"", ""sugar"", ""salt"", ""unsalted butter"", ""buttermilk"", ""cold water"", ""egg"", ""water"", ""turbi0do sugar"", ""apples"", ""cranberries"", ""granulated sugar"", ""all-purpose flour"", ""ground cin0mon"", ""orange zest"", ""vanilla extract"")",552.5,24.4,15,84.9,321.6,79.5,5,39.9,6.5,"c(""First, make the pie crust.  COmbine the flour, sugar, and salt in a large bowl.  Add the cubed butter and toss to coat.  Dump the mixture out onto a clean surface and use a rolling pin to roll the butter into thin sheets, combining it with the flour.  Use a bench scraper to scrape the rolling pin and to bring the mixture back into a pile as necessary.  Continue until all of the butter is incorporated into the flour.  Mixture will be very flaky.  Return mixture to the bowl and place in the freezer for 15 minutes to chill the butter."", 
""Remove from freezer and add the buttermilk.  Use a spoon and then your hands to stir the mixture until it comes together into a ball.  If mixture is too dry, add the water a tablespoon at a time.  Divide the dough in two and flatten into disks.  Wrap each disk in plastic wrap and chill in the fridge while you make the filling."", ""Put the apple slices in a large bowl and drizzle with fresh lemon juice.  Toss to coat the apples.  This will keep the apples from browning.  Add the cranberries, sugar, flour, cin0mon, orange zest, and vanilla extract.  Stir until combined."", 
""Preheat oven to 400&deg;F."", ""Remove on disk of pie dough from the refrigerator.  On a lightly floured surface, use a rolling pin to roll out the dough into a 12 inch circle.  Dough should be about 14/ inch thick.  Transfer dough to a 9 inch pie pan.  Pat with your fingers, making sure it is smoot.  Trim the extra overhang of dough with a knife and set aside.  Fill pie with apple cranberry filling.  Place the pie in the fridge while you roll out the second disk of dough.  Roll out the dough and use a pastry wheel, pizza cutter, or sharp knife to cut the pie dough into strip, about 1 to 2 inches wide.  Carefully weave the pie dough strips over and under one another.  Press the edges of the pie doughstrips into the bottom pie crusts edges to seal.  Trim off the excess dough and pinch the edges using your fingers to create a pretty edge.  You can also use a fork to seal the edges.  Using a pastry brush, lightly brush crst and edges with egg wash.  Sprinkle pie with turbi0do sugar, if using."", 
""Place pie on a large baking dish and bake for 45 minutes, or until crust is golden bown.  I place a pie crust shield to protect the edges from getting too brown at about 25 minutes.  If you don't have a pie shield, you can use aluminum foil if the crust is getting too brown.  When the pie is done baking, remove from oven and cool for one hour before serving.  Cut into slices 0d serve."")"
541314,Holiday Waffle Bar,PT20M,PT15M,PT35M,"c(""all-purpose flour"", ""cornstarch"", ""granulated sugar"", ""baking powder"", ""salt"", ""unsalted butter"", ""vanilla"")",205.1,9.9,5.9,55.1,217.6,24.4,0.5,5.3,4.3,"c(""To make the waffles, in a large bowl, whisk together the flour, cornstarch, sugar, baking powder and salt."", ""Stir in the egg yolks, milk, butter and vanilla (if making sweet waffles) until smooth."", ""In a separate bowl, beat the egg whites until stiff peaks form. Add to the batter and gently fold in with a rubber spatula."", ""Preheat waffle iron and grease lightly with cooking spray. Add the batter to the hot iron by using an ice cream scoop or a 1/3 cup measure. Cook according to your waffle iron's directions until crisp and golden brown. Keep warm on a wire rack set over a baking sheet in a low oven."", 
""Topping ideas:"", ""You can use these ideas or do a mix and match of any of the flavors listed. Set everything out in small bowls, along with the warmed waffles, and allow everyone to top their own waffles with all sorts of different combi0tions!"", ""Sweet Waffles:"", ""Nutella, sliced strawberries and a dusting of powdered sugar."", ""Peanut butter, sliced ba00 and maple syrup."", ""Peanut butter, strawberry jelly, sliced strawberries and chopped nuts."", ""Vanilla yogurt, granola, blueberries, raspberries and honey."", 
""Pineapple slices, toasted coconut, whipped cream and chopped nuts."", ""Savory Waffles:"", ""Smashed avocado, fried egg, hot sauce and everything bagel seasoning."", ""Crispy chicken tenders, butter and hot honey."", ""Fried egg, crispy bacon and scallions."", ""Cream cheese, sliced tomato, red onion, cucumber, capers and everything bagel seasoning."", ""Pizza sauce, mozzarella and pepperoni."")"
541315,Leftover Turkey Crescent Bake,PT25M,PT10M,PT35M,"c(""prepared stuffing"", ""turkey"", ""cranberry sauce"")",322.7,8.7,1.9,19.3,663,54.6,4.4,21.1,6.9,"c(""Preheat oven to 375 degrees."", ""Combine stuffing, turkey, peas and gravy in a medium sauce pan.  Bring to a boil over medium high heat stirring occasio0lly."", ""Pour mixture into an ungreased 3 quart baking dish."", ""Open the crescent rolls and arrange them over the turkey stuffing mix.  Take a sharp knife and pierce the dough to allow steam to escape."", ""Bake 20 - 25 minutes or until dough is golden and stuffing mixture is hot and bubbly.  Top with cranberry sauce and serve."")"
541316,Pasta With Sausage and Fennel Fronds,PT25M,PT5M,PT30M,"c(""olive oil"", ""hot Italian sausage"", ""garlic cloves"", ""fennel leaves"", ""bow tie pasta"", ""water"", ""parmesan-romano cheese mix"")",1025.5,53.7,16.8,171.2,1661.3,90.2,4.7,3.3,44.2,"c(""Bring a large pot of salted water to a boil."", ""Add the olive oil and sausage to a large nonstick skillet. Heat over medium-high heat and cook for 8-10 minutes until browned. Take care to break up the sausage into small pieces with your spatula."", ""Meanwhile, cook the pasta in the boiling water according to package directions, usually about 10 minutes."", ""Add the garlic and fennel fronds to the sausage and cook for 3-5 minutes more until garlic is fragrant. Then reduce the heat to low."", ""Reserve 1/4 cup of pasta cooking water and drain the rest of the pasta."", 
""Add the cooking water and pasta to the skillet and stir to combine. Sprinkle on the cheese and toss again to combine."", ""Season with pepper and serve (with additio0l cheese if desired)."")"
541317,Gluten Free Apple Fritter Pancakes,PT15M,PT15M,PT30M,"c(""baking powder"", ""baking soda"", ""salt"", ""cin0mon"", ""egg"", ""buttermilk"", ""honey"", ""sugar"", ""apple"", ""pecans"")",345.9,10.5,2.2,50.8,574.7,55.3,5.1,15.1,10.3,"c(""Set griddle to 325 degrees.Â ."", ""In a medium sized bowl mix the dry ingredients: flours, baking powder, baking soda, salt and cin0mon."", ""In a smaller bowl mix the wet ingredients: egg, buttermilk, oil and honey (or if using sugar put in with the dry ingredients)."", ""Pour the wet ingredients into the bowl of dry ingredients and mix well. Â It will be a thin batter."", ""Oil the griddle and when oil is heated, pour pancakes onto griddle. Â Top with sliced apples and pecans, if using. Â With the back of spatula or your hand flatten the apples so they aren't poking out too tall- you want your batter to be able to touch the pan when you flip it, but also to be able to caramelize the apples. Â These are crumbly, so don't flip until the bottom is well browned."", 
""Flip. Brown the other side then remove to a plate and keep warm. These are delicious with maple syrup and Â an extra special treat with whip cream too."")"
541318,Peppermint Hot Chocolate,0,PT5M,PT5M,"c(""milk"", ""sugar"", ""salt"")",285.7,10.9,6.7,34.2,277.9,44.7,4.8,25.2,10.8,"c(""Mixed cocoa powder, sugar, salt, and 1/2 of the peppermint canes, in a small bowl."", ""You can warm the milk in either a microwave or on the stove. For the stove, pour milk into a small saucepan on medium-low heat. Be extra careful not to let it boil."", ""When the milk reaches the desired tempature mix milk and the mixture together."", ""If desired put a dollop of whipped cream on the beverage before sprinkling the last of the peppermint cane."")"
541319,CHALLAH,PT40M,PT30M,PT1H10M,"c(""active dry yeast"", ""water"", ""honey"", ""all-purpose flour"", ""sea salt"", ""eggs"", ""canola oil"", ""poppy seed"")",2862.7,75.3,9.8,556.5,2502.3,473.9,16.7,88.1,71.4,"c(""In the bowl of a stand mixer, combine yeast, water and 1 tablespoons honey; stir and let it sit for 15 minutes."", ""Meanwhile, in a large bowl, combine flour and salt; whisk to combine and set aside. In a small bowl, combine eggs, yolk, oil and the remaining 4 tablespoons honey; beat until well blended and set aside."", ""Add egg mixture and flour mixture to yeast (reserve Â½ cup). With the dough hook attachment, process on speed 1 until mostly blended then increase to speed 3. Add 1 tablespoons of flour at a time until the dough clings to the hook, cleaning the sides of the bowl until slightly tacky and springy."", 
""Remove the dough from the bowl and with greased hands, form a ball by pulling it under. Place it in a large oiled bowl and move it around to coat with oil. Cover with a clean dish towel and move to a draft-free area such as the oven with the temperature off. Let it rise for 1 Â½ hours."", ""Remove from its spot and knock the air out. Cover and return to its draft-free spot. Let it rise again for another hour."", ""When the time is up, transfer to a lightly floured surface and punch it again. Sprinkle on more flour and knead for 2 minutes, adding flour if itâ€™s too greasy. Form a ball by pulling under, weight the dough and then cut equally in half. Cut each half in 3 equal pieces (weigh each of them on kitchen scale) and form a ball by pulling under."", 
""Flour a large surface such as a counter or table and, working one at a time, form an oblong shape. Roll each piece with even pressure until it reaches 18 inches. If ends retract, let the gluten rest a few minutes before working on it again."", ""When the 6 braids are done, gather the ends at the top, pinch and squeeze them together so they stay in place."", ""Take the right braid and fold it over the top to the left. Take the left braid and fold it over the top on the opposite side. Separate the 4 remaining braids in groups of two, leaving a space in the middle. Take the left braid and place it down the center. To replace it, take the 2nd braid on the right and fold it across the top again. Creating a space in the middle, bring the top right braid to the center. To replace it, take the 2nd braid from the left and place it across the top. Then take the top left braid and place it down the middle; replace it with the 2nd braid on the right, crossing over the others. Create a space in the middle and bring the top right braid down the center; replace it with the 2nd one on the left. Continue with the same pattern until the end is reached."", 
""When you run out of braids, gather the remaining ends. Squeeze them together and fold them under nice and neat. Do the same with the other end where you started."", ""Carefully transfer the braided dough to a large baking sheet lined with a silicone mat. Cover and move it back to the oven for 45 minutes."", ""Later on, brush on the egg wash making sure to get all the nooks and crannies and sprinkle on some poppy seeds. If there are any spots where the seeds donâ€™t stick, brush on a little bit more egg wash and sprinkle on some more seeds."", 
""Transfer to a 350ÂºF preheated oven and bake for 40 minutes. Half way through baking, rotate the pan. Remove from the heat and place it on a wire rack to cool off."")"
541320,The Simple Chocolate Mug Cake Recipe,PT1M,PT5M,PT6M,"c(""all-purpose flour"", ""powdered sugar"", ""baking powder"", ""egg"", ""milk"", ""salt"", ""chocolate chips"")",291.5,7.6,3.2,190.3,334.9,49.4,4.2,23.9,11.7,"c(""Take a ceramic mug. Coat the inside of the mug with butter using a brush. Add 3 tbsp of all-purpose flour, 3 tbsp of powdered sugar, 2 tbsp of unsweetened cocoa powder, a little less than Â¼ tsp of baking powder, and a pinch of salt. Mix everything well using a fork."", ""Then add other ingredients, 1 egg, 2 tbsp of milk, 4-5 drops of chocolate essence. Stir it until smooth. If you want, you can add chocolate chips, nuts, or raisins as per your taste and choice."", ""Keep it in the microwave for 1 minute. Let it sit for a while or until it cools down and dig inches.""
)"
